"ID","Annots","g1","g2","g3","g4","g5","g6","g7","g8","g9","g10","g11","g12","g13","g14","g15","g16","g17","g18","g19","g20","g21","g22","g23","g24","g25","g26","g27","g28","g29","g30","g31","g32","g33","g34","g35","g36","g37","g38","g39","g40","g41","g42","g43","g44","g45","g46","g47","g48","g49","g50","g51","g52","g53","g54","g55","g56","g57","g58","g59","g60","g61","g62","g63","g64","g65","g66","g67","g68","g69","g70","g71","g72","g73","g74","g75","g76","g77","g78","g79","g80","g81","g82","g83","g84","g85","g86","g87","g88","g89","g90","g91","g92","g93","g94","g95","g96","g97","g98","g99","g100","g101","g102","g103","g104","g105","g106","g107","g108","g109","g110","g111","g112","g113","g114","g115","g116","g117","g118","g119","g120","g121","g122","g123","g124","g125","g126","g127","g128","g129","g130","g131","g132","g133","g134","g135","g136","g137","g138","g139","g140","g141","g142","g143","g144","g145","g146","g147","g148","g149","g150","g151","g152","g153","g154","g155","g156","g157","g158","g159","g160","g161","g162","g163","g164","g165","g166","g167","g168","g169","g170","g171","g172","g173","g174","g175","g176","g177","g178","g179","g180","g181","g182","g183","g184","g185","g186","g187","g188","g189","g190","g191","g192","g193","g194","g195","g196","g197","g198","g199","g200","g201","g202","g203","g204","g205","g206","g207","g208","g209","g210","g211","g212","g213","g214","g215","g216","g217","g218","g219","g220","g221","g222","g223","g224","g225","g226","g227","g228","g229","g230","g231","g232","g233","g234","g235","g236","g237","g238","g239","g240","g241","g242","g243","g244","g245","g246","g247","g248","g249","g250","g251","g252","g253","g254","g255","g256","g257","g258","g259","g260","g261","g262","g263","g264","g265","g266","g267","g268","g269","g270","g271","g272","g273","g274","g275","g276","g277","g278","g279","g280","g281","g282","g283","g284","g285","g286","g287","g288","g289","g290","g291","g292","g293","g294","g295","g296","g297","g298","g299","g300","g301","g302","g303","g304","g305","g306","g307","g308","g309","g310","g311","g312","g313","g314","g315","g316","g317","g318","g319","g320","g321","g322","g323","g324","g325","g326","g327","g328","g329","g330","g331","g332","g333","g334","g335","g336","g337","g338","g339","g340","g341","g342","g343","g344","g345","g346","g347","g348","g349","g350","g351","g352","g353","g354","g355","g356","g357","g358","g359","g360","g361","g362","g363","g364","g365","g366","g367","g368","g369","g370","g371","g372","g373","g374","g375"
"1","0","329.77","686.60","184.27","55.08","927.24","583.77","1090.32","3357.00","274.76","435.31","391.50","430.63","336.02","230.74","243.75","66.82","1415.04","182.50","559.83","33.53","96.31","130.45","1230.33","14.35","300.62","1056.01","168.72","250.85","318.45","303.41","316.84","83.89","21.95","6.83","109.49","132.56","54.32","182.33","44.26","117.26","7.50","42.57","74.51","21.87","7.00","14.18","11.31","9.70","4.80","4.04","15.87","6.58","11.14","17.98","31.75","13.08","3.62","10.63","0.24","1.08","9.70","23.47","7.00","7.84","4.21","7.76","2.10","10.97","9.87","0.41","6.49","10.97","5.81","20.69","2.43","3.70","13.33","1.59","5.31","4.38","8.77","5.90","3.96","5.81","1.25","3.03","22.29","45.11","1.17","3.45","2.77","3.79","3.28","3.03","7.08","38.18","7.08","2.77","22.29","3.62","129.01","3.20","2.94","3.62","7.34","3.20","1.00","5.14","8.77","0.49","17.22","8.69","0.41","3.53","26.77","3.87","0.83","7.59","2.60","3.28","4.21","7.67","0.49","5.14","1.00","2.94","9.70","0.32","6.91","11.14","2.69","2.77","0.74","7.25","1.17","0.41","0.32","2.18","1.17","0.32","5.39","0.15","0.32","5.73","0.58","2.10","0.91","5.56","0.83","0.15","1.59","3.87","1.59","1.25","3.03","1.51","8.18","5.39","3.53","1.34","1.00","0.15","4.63","0.32","0.91","0.24","0.66","2.10","1.84","0.91","0.49","2.01","0.91","0.24","0.24","0.74","0.58","1.67","0.49","0.66","1.67","4.46","1.84","3.11","3.79","0.41","1.17","0.66","0.49","0.58","0.83","0.24","3.03","1.25","0.15","0.32","0.66","1.84","0.91","1.08","0.74","0.41","0.58","0.58","0.24","0.32","0.32","0.74","3.70","2.69","0.41","1.93","1.51","0.49","0.32","0.32","0.74","0.15","0.15","0.32","0.32","0.24","0.32","0.41","1.42","0.91","0.32","2.18","0.15","2.60","0.24","0.15","0.32","1.08","0.24","1.08","0.91","0.15","0.32","1.25","0.15","0.15","0.15","0.24","0.32","0.66","0.58","1.34","0.24","0.32","0.24","0.24","0.32","0.15","0.49","0.15","0.15","0.24","0.32","0.15","0.32","0.41","0.24","0.32","0.15","0.24","0.15","0.15","0.32","0.24","0.24","0.24","0.24","0.24","0.32","0.41","0.49","0.15","0.24","0.15","0.24","0.15","0.15","0.15","0.15","0.15","0.15","0.58","0.15","0.24","0.41","0.15","0.15","0.15","0.15","0.24","0.32","0.15","0.15","0.15","0.15","0.15","0.24","0.15","0.15","0.15","0.15","0.32","0.15","0.15","0.15","0.49","0.15","0.83","0.15","0.15","0.15","0.15","0.15","0.24","0.15","0.32","0.49","0.58","0.15","0.24","0.32","0.15","0.15","0.15","0.41","0.15","0.20","0.15","0.15","0.15","0.15","0.15","0.24","0.15","0.24","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.24","0.15","0.15","0.24","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15"
"2","0","64.11","1731.91","20.40","94.93","479.10","8646.51","354.42","5534.97","89.41","244.00","586.30","109.65","107.81","162.10","515.45","101.37","969.09","133.73","398.59","15.34","34.66","349.36","74.23","17.18","88.49","5187.60","904.68","20.86","2274.81","448.74","180.97","53.52","19.48","20.86","993.94","7.97","21.32","35.58","150.14","146.92","7.05","18.10","129.44","20.40","2.45","22.24","50.76","1.07","4.75","1.99","7.05","36.50","36.96","17.18","18.10","121.16","3.37","1.07","0.15","1.07","37.42","16.72","5.67","6.59","1.99","9.36","0.15","1.53","401.81","0.61","25.92","42.48","1.07","4.75","12.12","2.45","113.33","0.61","3.37","8.43","3.37","1.53","12.58","16.72","14.42","21.78","0.15","0.61","0.61","2.91","1.99","10.28","19.02","4.29","83.89","2.45","18.56","1.99","6.13","1.07","13.96","2.45","9.82","7.05","10.05","10.28","2.45","65.49","30.52","0.61","1.53","1.99","1.07","4.06","8.89","19.48","0.15","1.99","7.51","1.99","57.20","0.15","0.15","0.61","3.37","7.05","17.64","0.15","0.15","4.75","6.13","19.02","2.45","0.15","1.53","0.15","4.75","0.61","0.61","0.15","0.61","0.15","1.99","1.53","0.15","0.15","1.99","1.07","0.15","0.15","0.61","5.67","1.99","1.53","0.61","7.51","15.80","0.15","1.99","0.61","0.61","0.61","1.07","0.15","0.15","0.61","1.53","0.15","0.15","0.15","2.91","0.61","0.61","2.45","0.61","0.15","0.15","0.61","0.15","4.29","1.07","3.83","8.89","0.15","0.15","0.15","1.53","2.45","18.10","0.61","2.45","0.15","0.15","0.15","0.15","3.37","3.37","1.07","34.66","5.21","0.15","0.15","0.15","0.61","0.15","0.15","6.59","1.99","6.13","8.43","0.15","0.15","0.15","0.15","0.15","0.15","0.61","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","1.07","0.15","0.15","0.61","0.61","0.61","1.99","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","1.53","0.15","0.15","0.15","0.15","0.15","0.15","0.61","0.15","0.61","0.15","0.15","0.61","0.15","0.15","0.15","0.15","0.15","0.15","1.99","1.53","1.53","0.61","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.61","0.15","0.15","1.07","0.15","0.15","0.15","0.61","0.15","0.15","0.15","0.15","1.07","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.61","1.07","0.15","0.15","0.61","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.61","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.61","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.61","0.15","0.15","0.15","0.15","0.15","0.61","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.61","0.15","0.15"
"3","0","223.50","486.62","126.61","49.11","1878.69","1643.11","208.20","2735.36","220.44","211.26","278.57","208.20","290.81","122.53","150.07","134.77","661.01","235.74","238.80","116.41","174.55","168.43","379.53","76.64","410.13","761.97","208.20","269.39","810.92","229.62","211.26","119.47","21.57","9.33","260.21","67.46","24.63","104.18","70.52","73.58","6.27","85.82","18.51","6.27","0.15","18.51","12.39","27.69","9.33","3.21","33.81","9.33","18.51","12.39","39.93","49.11","6.27","9.33","0.15","6.27","9.33","18.51","27.69","9.33","3.21","18.51","0.15","3.21","18.51","0.15","0.15","12.39","6.27","18.51","3.21","3.21","52.17","0.15","3.21","6.27","3.21","3.21","6.27","6.27","3.21","6.27","12.39","6.27","0.15","6.27","6.27","0.15","3.21","3.21","33.81","9.33","9.33","6.27","9.33","3.21","35.85","3.21","3.21","3.21","10.86","3.21","3.21","39.93","15.45","0.15","18.51","12.39","3.21","1.68","12.39","3.21","3.21","0.15","3.21","0.15","12.39","3.21","0.15","12.39","3.21","3.21","6.27","0.15","3.21","3.21","15.45","3.21","3.21","3.21","0.15","0.15","0.15","0.15","0.15","0.15","33.81","3.21","0.15","0.15","0.15","3.21","0.15","0.15","3.21","0.15","0.15","6.27","0.15","0.15","0.15","3.21","12.39","3.21","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","3.21","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","3.21","0.15","3.21","0.15","0.15","18.51","3.21","0.15","0.15","0.15","0.15","3.21","0.15","3.21","0.15","3.21","0.15","0.15","0.15","0.15","0.15","15.45","6.27","0.15","0.15","0.15","0.15","0.15","0.15","0.15","6.27","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","6.27","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15"
"4","0","103.97","1154.70","185.87","83.84","329.96","2329.38","913.95","3079.84","45.80","339.80","307.81","144.25","198.40","124.56","568.92","146.49","2623.39","46.69","189.15","15.82","24.77","42.22","586.82","8.21","315.19","3290.61","445.86","27.45","1193.63","343.38","217.41","38.64","27.90","7.76","895.15","25.21","30.14","76.68","94.13","425.28","1.50","53.41","150.51","11.34","2.39","9.10","29.69","3.29","1.94","1.50","17.61","22.98","18.05","14.47","27.00","92.79","0.60","1.50","0.15","0.15","46.69","34.16","3.29","1.50","1.50","12.24","0.60","2.84","70.86","0.15","18.95","35.51","3.73","4.18","4.18","2.84","37.30","2.39","1.50","16.26","7.31","1.94","15.37","10.00","3.29","7.76","0.15","6.42","0.60","0.15","0.60","3.29","19.84","2.84","32.37","4.63","8.66","1.94","26.56","1.50","77.57","2.39","11.79","7.76","10.45","3.73","5.97","18.50","20.74","0.15","7.31","8.21","4.18","5.08","6.87","1.94","0.60","1.05","5.08","1.50","22.08","0.15","0.15","9.55","1.50","3.73","28.79","0.15","0.60","10.00","14.03","6.87","1.05","1.50","1.05","0.15","0.60","0.15","0.60","0.60","1.94","0.15","1.94","1.05","0.15","0.15","1.94","1.50","0.60","0.15","0.15","9.10","1.05","0.60","0.15","11.79","10.00","1.50","1.50","1.05","1.94","0.60","0.15","1.05","0.15","14.47","1.50","0.15","1.05","0.15","2.39","1.50","1.05","0.15","0.15","0.60","0.15","1.05","0.15","0.15","1.05","3.29","5.97","0.60","0.60","0.60","0.15","1.94","3.73","0.15","5.97","0.15","0.15","0.15","0.15","0.15","1.05","0.15","3.73","1.94","0.15","1.05","0.15","0.60","0.15","0.15","2.84","1.05","3.29","5.08","0.15","0.15","1.05","0.15","0.60","0.60","0.60","0.15","0.15","0.15","0.60","0.15","0.15","0.60","0.15","0.15","0.15","0.60","0.15","0.60","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.60","0.15","0.15","1.05","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","1.05","0.15","0.15","0.60","0.15","0.60","0.15","0.15","0.15","0.15","1.05","1.94","1.05","0.60","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.60","0.60","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.60","0.15","0.60","0.15","0.15","0.15","1.94","0.15","0.15","0.15","0.15","0.15","0.15","0.60","0.15","0.15","0.15","0.15","1.05","0.15","0.60","0.15","0.15","0.15","0.15","0.15","0.60","0.15","0.15","0.60","0.60","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","1.05","0.15","0.15","0.15","0.15","0.15","0.60","0.15","0.60","0.15","0.15","0.15","0.15","0.15","0.60","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","1.05","0.15","0.15","0.15","0.15","0.15","0.60","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15"
"5","0","292.77","1548.49","17.48","83.89","187.41","7227.15","1005.90","4861.10","33.59","272.98","126.06","101.68","112.41","128.98","668.50","109.04","1142.93","113.95","241.90","21.16","19.17","1102.36","427.72","68.55","164.56","4634.27","516.52","27.76","1342.83","214.71","102.91","52.45","28.37","11.66","1130.27","10.12","33.59","56.97","166.70","235.41","29.60","29.60","211.79","21.78","12.73","12.88","47.39","1.38","5.37","1.84","7.82","42.48","82.05","24.54","18.10","230.96","2.91","2.45","0.61","0.61","35.27","25.61","10.12","3.37","1.99","6.44","0.46","3.37","271.60","0.15","40.18","57.97","2.61","5.21","12.12","9.05","55.82","3.37","1.07","17.18","11.50","1.99","15.64","11.35","3.22","13.34","5.98","3.83","0.46","2.61","1.69","10.58","16.87","2.45","59.81","1.38","13.50","1.69","23.92","0.92","11.96","2.45","13.34","11.35","6.90","4.91","14.26","22.85","33.13","0.46","5.21","4.60","5.06","4.98","7.82","93.86","0.15","1.38","6.90","1.53","33.89","0.46","0.15","7.97","0.61","7.21","23.16","0.15","0.77","4.60","10.89","11.81","1.38","0.77","0.46","0.31","1.84","0.15","1.69","0.46","0.77","0.31","1.53","1.07","0.15","0.46","1.53","0.77","0.15","0.15","0.15","10.74","2.61","0.61","1.84","5.37","10.12","0.77","1.38","0.77","2.61","0.77","0.46","0.15","0.31","2.15","0.92","0.15","0.31","0.77","5.06","1.23","1.38","0.77","0.77","0.31","0.15","1.99","0.15","1.53","0.46","2.45","5.37","0.31","0.31","0.15","0.77","6.13","12.58","0.15","1.84","0.15","0.31","0.15","0.15","0.61","1.69","0.31","7.21","2.30","0.15","1.99","0.92","0.15","0.15","0.46","2.61","0.77","0.92","4.60","0.15","0.46","0.46","0.15","0.31","0.31","0.31","0.15","0.15","0.15","0.15","0.15","0.61","0.15","0.15","0.15","0.15","0.31","0.31","0.31","1.07","0.31","1.38","1.38","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.77","0.15","0.15","1.99","0.15","1.07","0.15","0.61","0.15","0.46","0.15","0.15","0.77","0.15","0.92","0.15","0.31","0.15","0.31","1.84","0.31","0.77","0.31","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.61","1.07","0.15","0.61","0.15","0.31","0.31","0.46","0.15","0.15","0.15","0.15","0.31","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.31","0.31","0.46","0.15","0.15","0.31","0.15","0.15","0.31","0.46","0.15","0.15","0.15","0.31","0.15","0.31","0.15","0.46","0.15","0.15","0.31","0.15","0.15","0.15","0.15","0.31","0.15","0.31","0.15","0.15","0.15","0.15","0.15","0.92","0.15","0.46","0.15","0.15","0.15","0.15","0.31","0.61","0.31","0.15","0.31","0.15","0.15","0.15","0.15","0.15","0.46","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.31","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15"
"6","0","17085.29","701.14","25.18","8.62","1755.19","878.64","984.55","4164.56","197.94","320.56","638.81","767.02","888.94","361.69","195.87","131.92","997.11","295.65","671.81","150.42","117.61","627.52","715.77","110.67","363.44","987.31","64.84","1018.23","166.24","345.86","146.46","251.45","33.92","1.81","118.86","119.68","44.87","282.60","35.86","54.90","6.59","34.48","83.43","26.47","5.03","8.99","21.04","64.75","3.28","4.02","28.22","5.49","58.95","15.61","32.91","11.10","15.80","923.45","0.15","4.39","7.88","14.42","8.25","43.49","9.36","9.72","16.16","7.42","9.08","5.31","17.54","19.84","7.70","31.26","5.77","3.93","9.36","3.10","3.01","2.09","7.33","7.61","4.11","2.64","1.53","2.64","3.10","9.08","6.32","17.36","6.50","1.81","2.18","4.85","7.05","5.12","5.21","6.59","3.65","1.26","25.18","3.01","3.83","3.74","5.03","2.73","1.44","2.18","3.19","1.35","17.64","1.53","0.80","2.64","3.74","104.41","2.09","2.73","2.55","2.45","4.02","4.85","1.44","2.91","3.47","11.93","1.81","0.25","3.83","3.01","1.63","1.81","0.34","2.82","0.80","0.80","0.34","2.09","0.43","0.80","3.56","1.17","0.80","3.28","1.17","0.89","1.07","1.99","0.89","0.80","0.52","1.44","0.89","0.52","8.07","1.63","0.61","0.71","1.26","0.80","0.89","0.43","0.61","0.15","0.43","0.15","0.52","0.98","1.53","0.89","0.71","1.63","0.52","0.15","0.25","0.43","0.34","1.44","1.44","0.71","0.80","1.53","0.52","1.99","2.45","0.52","1.17","0.25","0.34","0.61","0.71","0.34","0.98","0.61","0.15","0.43","0.15","0.71","0.52","0.52","0.34","0.15","3.01","0.15","0.71","0.25","0.43","0.71","1.63","0.52","0.15","0.34","0.61","0.34","0.98","0.34","0.71","0.34","0.25","0.25","0.25","0.25","0.25","0.34","0.61","0.43","0.25","0.71","0.25","0.15","0.61","0.25","0.15","0.25","0.34","0.98","0.34","0.15","0.25","0.25","0.15","0.43","0.43","0.61","1.07","0.61","0.61","1.17","0.34","0.15","0.15","0.15","0.15","0.25","0.25","0.25","0.34","0.43","0.25","0.34","0.25","0.52","0.25","0.34","0.34","0.34","0.52","0.34","0.34","0.15","0.34","0.15","0.15","0.43","0.34","0.43","0.61","0.15","0.15","0.25","0.15","0.15","0.15","0.15","0.34","0.25","0.15","0.25","0.25","0.25","0.34","0.15","0.52","0.25","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.34","0.15","0.25","0.25","0.15","0.43","0.15","0.25","0.15","0.25","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.25","0.15","0.15","0.52","0.15","0.15","0.15","0.15","0.15","0.34","0.15","0.15","0.15","0.15","0.25","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.25","0.25","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.25","0.15","0.15","0.15","0.15","0.25","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15"
"7","0","445.32","863.47","52.93","77.26","396.39","1978.36","1314.58","2336.49","138.46","379.90","266.25","459.81","321.80","226.28","566.36","171.18","883.46","206.74","454.92","24.32","39.51","143.13","227.65","9.95","511.12","1294.92","403.68","187.71","344.27","232.88","172.62","41.01","11.78","10.31","296.89","73.60","64.65","125.23","86.08","72.46","10.05","28.83","83.04","37.84","2.83","12.73","17.40","1.82","4.30","6.68","38.53","11.09","41.40","9.79","44.08","73.34","17.72","36.37","0.22","0.58","11.78","13.31","4.43","6.68","1.82","7.63","2.93","13.74","58.22","0.25","61.09","19.81","9.56","51.23","10.15","22.33","16.45","2.67","3.45","10.54","8.12","6.78","7.63","7.11","2.21","8.61","19.13","42.22","1.26","5.64","4.79","14.42","6.59","2.67","11.94","12.89","11.29","2.70","19.58","4.30","35.49","2.31","4.92","2.96","5.74","3.65","1.36","8.15","11.98","1.53","10.47","1.26","1.33","3.26","9.92","13.09","0.64","2.99","3.71","3.29","9.40","1.62","0.22","5.28","1.98","7.24","10.34","1.04","1.17","9.00","4.01","3.78","1.26","2.93","0.55","0.35","1.66","1.39","0.71","0.51","1.88","0.15","0.48","2.83","1.33","1.23","1.30","2.41","0.32","0.22","1.17","3.22","1.72","1.30","0.48","1.98","6.26","1.69","2.73","4.17","1.07","0.48","2.34","0.41","0.28","0.32","0.71","0.58","0.25","0.48","1.04","2.93","1.07","1.82","0.38","0.35","0.22","2.73","0.32","0.84","0.97","2.80","1.49","1.53","0.38","0.19","0.45","1.59","1.36","0.15","0.90","0.19","1.10","4.07","0.19","0.22","1.30","1.59","4.92","1.00","0.41","0.81","1.88","1.04","0.41","0.84","1.20","0.77","1.79","2.44","0.19","1.10","1.39","0.84","0.38","0.51","0.28","0.15","0.35","1.04","0.19","0.19","0.74","0.45","1.66","0.15","0.74","1.07","0.25","0.55","0.25","0.15","0.38","2.05","0.22","0.81","1.23","0.22","0.19","0.51","0.19","0.15","0.55","0.25","0.19","0.81","0.71","0.64","0.22","0.22","0.15","0.28","0.15","0.15","0.41","0.15","0.32","0.15","0.19","0.22","0.15","0.32","0.51","0.22","0.38","0.48","0.19","0.19","0.22","0.15","0.19","0.15","0.15","0.25","0.32","0.15","0.64","0.19","0.25","0.15","0.19","0.22","0.15","0.15","0.22","0.28","0.19","0.41","0.25","0.19","0.15","0.48","0.32","0.15","0.38","0.25","0.25","0.15","0.19","0.19","0.15","0.15","0.28","0.19","0.15","0.22","0.28","0.19","0.15","0.19","0.19","0.35","0.19","0.32","0.15","0.19","0.15","0.19","0.25","0.45","0.15","0.32","0.28","0.19","0.19","0.25","0.38","0.35","0.15","0.19","0.28","0.19","0.15","0.15","0.19","0.15","0.22","0.15","0.19","0.15","0.15","0.15","0.15","0.15","0.15","0.22","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.19","0.15","0.15","0.15","0.15","0.25","0.15","0.15","0.15","0.22","0.15","0.15","0.15","0.15","0.15","0.15","0.19","0.15","0.15","0.15","0.15"
"8","0","184.03","1039.81","97.39","21.79","478.03","986.06","622.90","3248.93","78.16","371.18","424.93","464.92","431.82","120.44","244.66","187.63","1984.75","248.60","468.63","20.80","74.88","82.09","487.54","19.16","359.05","1280.72","225.33","238.44","619.95","201.73","150.92","75.87","9.99","6.71","256.14","88.98","76.52","183.04","74.23","102.09","6.38","38.17","92.91","21.13","6.05","7.69","23.75","3.43","1.14","2.45","13.59","15.89","13.92","21.46","23.10","9.99","7.04","9.99","0.15","1.14","10.64","30.96","8.02","6.05","3.10","7.69","0.81","8.02","24.08","0.15","19.16","23.10","9.99","19.82","1.14","2.45","24.74","0.48","4.09","7.04","8.35","3.10","4.09","7.69","0.48","3.76","0.81","18.18","1.46","4.74","2.12","3.76","6.05","1.79","7.04","10.97","9.33","2.45","6.71","0.81","46.15","1.14","6.05","2.78","7.86","1.46","0.81","8.02","7.69","0.48","7.69","6.05","5.07","4.25","3.76","3.43","0.48","1.46","4.41","2.78","7.04","0.48","0.48","3.10","1.14","2.78","2.12","0.15","1.46","2.45","2.78","4.41","0.15","0.81","0.15","0.15","0.48","0.81","1.14","0.15","0.48","0.15","0.81","3.10","0.48","0.15","0.48","0.15","0.15","0.15","0.81","4.41","2.12","1.14","1.14","2.78","1.79","0.48","0.48","0.48","0.48","0.15","1.46","0.15","0.15","0.15","1.14","0.48","0.48","0.15","2.78","4.09","0.48","0.15","0.15","0.15","0.15","0.48","0.15","0.48","0.48","1.14","1.79","0.81","1.14","0.48","0.81","0.81","3.43","0.15","1.14","0.15","0.15","0.48","0.15","1.14","0.48","0.48","2.45","1.14","0.15","1.14","0.15","0.48","0.15","0.81","0.81","0.15","2.12","1.14","0.15","0.48","0.15","0.15","0.15","0.15","0.48","0.15","1.46","0.48","0.15","0.15","0.48","0.81","0.15","0.15","0.15","0.48","0.15","0.48","0.15","0.15","0.48","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.81","0.15","0.15","0.15","0.81","0.48","0.15","0.15","0.15","0.15","0.15","0.15","0.81","0.15","0.48","0.15","0.48","0.15","0.15","0.15","1.14","0.15","0.15","0.15","0.15","0.48","0.15","0.15","0.15","0.15","0.15","0.48","0.48","0.15","0.15","0.15","0.15","0.15","0.48","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.48","0.15","0.15","0.48","0.48","0.15","0.15","0.15","0.48","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.48","0.15","0.48","0.15","0.81","0.48","0.15","0.15","0.15","0.15","0.48","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.81","0.48","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.48","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15"
